"","time","lasso","forward","tree","Random_Forest","SVR_L","SVR_P","SVR_R","true_value"
"1",2013-12-27 09:28:00,13478.845782466,14080.8582324733,13128.8504943137,14549.8703428833,12544.4324308852,NA,NA,14787.65109
"2",2013-11-24 13:08:00,29753.3242098222,29878.5237157185,25665.6424464286,28857.8179169853,28601.0395903752,NA,NA,29730.78881
"3",2013-12-16 16:59:00,14903.3182773058,14729.2829529457,12980.2982836071,15251.5355672687,14433.8921514063,NA,NA,15000.80335
"4",2013-12-08 13:00:00,19640.1079578311,19922.5163061894,17651.9938701667,18523.451023958,19802.9319604955,NA,NA,18676.36596
"5",2013-12-20 13:26:00,27765.3758719262,27917.0579318668,27132.9038810526,26893.7923780663,25867.0889110134,NA,NA,26969.27947
"6",2013-12-24 04:27:00,43729.1925593828,43801.409997832,42858.9242269048,43024.508037339,44119.2787995079,NA,NA,43139.47542
"7",2013-12-16 20:16:00,20900.7750718512,21870.1981497331,23153.6101420755,22029.7866289926,20207.2483571514,NA,NA,21733.2789
"8",2013-12-16 11:18:00,43145.3039359207,43065.2654329341,46505.8023206452,42413.747553104,43323.0469971231,NA,NA,42945.47159
"9",2013-11-26 18:45:00,47091.6213774971,47326.3748374251,47321.6448006122,46501.896071171,46068.5233511179,NA,NA,47214.88094
"10",2013-11-24 21:51:00,28824.8855544204,28216.4566181251,31456.1576398182,30558.1776313106,27926.1049929368,NA,NA,28948.87563
"11",2013-12-04 06:30:00,19674.9876414492,20660.8448845234,22902.1142567164,20856.3273827907,19286.3728489117,NA,NA,19813.54768
"12",2013-12-26 11:20:00,12524.9969308167,12419.8586039712,14805.4100250109,15342.521706115,13491.0157033452,NA,NA,14635.95994
"13",2013-12-11 12:43:00,45295.4566368534,46823.0264397256,46008.066002,45183.6917964617,44932.6037406026,NA,NA,45806.98664
"14",2013-12-14 19:38:00,21941.243040395,22157.2495164413,25122.7224504651,21691.5849214303,21657.1657362752,NA,NA,21113.74113
"15",2013-12-28 13:04:00,43521.6709088589,43315.2690103556,46581.4528079545,43932.8719356647,43537.2788752024,NA,NA,44184.64115
"16",2013-11-24 09:38:00,47967.6146190574,47883.5537567734,47328.9122859259,47466.9272828761,48851.6049466163,NA,NA,47894.50107
"17",2013-12-09 19:17:00,32255.3018125111,32074.5884301217,36060.0050536036,33375.4994337123,31378.0751201107,NA,NA,33676.96518
"18",2013-12-28 00:24:00,14116.7411501643,14056.1302995778,13556.695561746,14122.2134375014,13852.6665214334,NA,NA,13885.4713
"19",2013-12-20 09:32:00,30920.1717018867,32717.0575405915,26037.5914775,29860.5488777737,31259.1008773307,NA,NA,30370.78155
"20",2013-11-26 00:17:00,20881.8143641415,20779.4842115487,18047.5024491935,20192.2462938817,20458.543176445,NA,NA,19997.64958
"21",2013-12-22 07:39:00,25817.3720650064,25791.5071660159,25715.0186147872,27135.3820825074,26276.243289956,NA,NA,27954.87812
"22",2013-12-07 06:49:00,24893.7450535921,24972.870772577,26013.982809901,23752.2954117787,25606.0862836449,NA,NA,23569.64866
