"time","lasso","forward","tree","Random_Forest","SVR_L","SVR_P","SVR_R","true_value"
2013-12-27 09:28:00,14873.0522498919,13945.8857134525,18633.406312,18372.077801321,13239.9028241423,NA,NA,14787.65109
2013-11-24 13:08:00,29769.5193697997,29332.7076391108,38963.3738166667,32634.2412031247,29453.4625075388,NA,NA,29730.78881
2013-12-16 16:59:00,14945.4452178476,14448.27810257,22972.6751042857,20848.550621186,12817.5002855776,NA,NA,15000.80335
2013-12-08 13:00:00,18868.7055922806,19817.1837638425,18815.6138992857,17348.7942947017,16742.4981695313,NA,NA,18676.36596
2013-12-20 13:26:00,27301.0491524876,27552.3054008696,33043.510105,26471.2719921695,29322.7591418753,NA,NA,26969.27947
2013-12-24 04:27:00,43453.4199637693,44674.5307852379,35454.797349,39617.0005054864,41219.3113486318,NA,NA,43139.47542
2013-12-16 20:16:00,21336.9276053065,21709.104120925,22351.7603757143,23078.0259306949,21623.045302915,NA,NA,21733.2789
2013-12-16 11:18:00,42691.8701474465,43194.0144457406,39995.7700191667,43603.2153901191,42007.1780126884,NA,NA,42945.47159
2013-11-26 18:45:00,46951.1817812133,47288.0694059387,41062.155031,44129.5840232149,46598.0099526714,NA,NA,47214.88094
2013-11-24 21:51:00,29394.389629499,27741.6415221252,20438.8319675833,27884.6297455646,30370.2293666633,NA,NA,28948.87563
2013-12-04 06:30:00,20523.2099206541,18464.7540907484,19261.8086557143,21085.0515980963,24406.8406404345,NA,NA,19813.54768
2013-12-26 11:20:00,14035.4463782329,11734.8157389039,18085.2772509091,19366.2986217477,15741.4453388609,NA,NA,14635.95994
2013-12-11 12:43:00,45016.2297552246,45752.7621886145,45600.9310569231,45850.2251524091,42476.4410008625,NA,NA,45806.98664
2013-12-14 19:38:00,21405.8089547001,23924.9636592297,19971.8020542857,19788.083790083,18527.8016419064,NA,NA,21113.74113
2013-12-28 13:04:00,43138.806537684,42151.8266643686,40341.35121,42363.816302721,42038.2357852734,NA,NA,44184.64115
2013-11-24 09:38:00,47934.4320279868,47562.4310076609,37692.5682492308,41644.2053181766,48203.761595648,NA,NA,47894.50107
2013-12-09 19:17:00,33163.5231487104,31620.8963274055,40351.4629775,36946.3112767447,32887.7250651856,NA,NA,33676.96518
2013-12-28 00:24:00,14302.5148900413,15319.1883619475,14910.789067625,17589.8014365221,13024.1165335933,NA,NA,13885.4713
2013-12-20 09:32:00,30454.091431607,30529.722697296,40670.041181,32852.988496365,33013.7585672024,NA,NA,30370.78155
2013-11-26 00:17:00,19913.9873734089,19127.4542254842,16151.66274475,16710.2008484766,17626.7292151765,NA,NA,19997.64958
2013-12-22 07:39:00,26395.3271281702,26894.2852435045,28751.422175,31093.125786413,25511.2671063499,NA,NA,27954.87812
2013-12-07 06:49:00,25414.2443089264,24665.0436893524,24439.26996125,21460.959795036,29346.6490005746,NA,NA,23569.64866
2013-12-21 06:02:00,34334.7682407029,36984.4131179565,35170.7050966667,36163.733075496,33013.5395099255,NA,NA,36066.62881
2013-12-17 12:19:00,30901.3184251773,30093.4401716754,20322.2690799231,34506.4024734649,29979.7370109834,NA,NA,31063.49787
2013-11-27 03:22:00,36417.3961678368,37076.2778297421,39536.418111,37340.9350923143,36618.3305531183,NA,NA,36251.23436
2013-12-07 21:43:00,41112.5810595706,42057.4580310501,38391.70168,41213.071239525,41242.3855721408,NA,NA,41110.69968
2013-12-24 20:17:00,39984.9143857579,41379.6410940041,35642.3757914286,42944.9459364446,37984.3104454234,NA,NA,41303.80115
2013-12-04 18:18:00,14969.6472138063,15013.3830003993,16909.8439371429,15595.21765744,13778.8245142114,NA,NA,14732.29912
2013-12-24 06:36:00,36625.2351697467,36106.2914219525,41382.9288253846,39137.4265115696,40815.9014489668,NA,NA,36467.83718
2013-12-13 15:15:00,25909.3010067801,25038.4335185653,24528.2599669231,27650.833895496,27334.8355058253,NA,NA,26014.96224
2013-12-07 23:39:00,45384.0250176178,44619.5731557261,44562.5287471429,45839.7837612407,48812.5545802285,NA,NA,45299.7651
2013-12-17 14:53:00,39444.1098967582,39356.6738027496,43450.52903,41597.265228112,38752.5445496853,NA,NA,39698.38889
2013-12-11 23:46:00,23178.0638536733,22613.2895440908,21542.8228123077,26086.4599776907,23010.096748801,NA,NA,22963.23248
2013-12-01 11:36:00,45119.1509066445,51424.1288939699,38883.903067,42316.5261913924,48068.4662016235,NA,NA,44914.50043
2013-12-03 00:03:00,19112.9553433298,18186.7804996002,24658.3842942857,16489.5982241567,17909.5456326558,NA,NA,18469.00222
2013-12-09 18:00:00,37190.6080312051,38788.0900202721,32950.2730242857,38834.6663453163,38811.3789758997,NA,NA,37427.14499
2013-12-01 17:32:00,14712.4675058737,14685.0785731672,17889.5699457143,18021.1502618137,16991.2063418462,NA,NA,13445.98642
2013-12-01 18:45:00,15214.3189174111,14008.1779537513,17724.8008957143,17282.1137790136,15936.8586361332,NA,NA,14777.4207
2013-12-21 01:23:00,42589.6586960778,42946.7579814666,45920.9566911111,43048.75709465,41995.1201479059,NA,NA,43012.96801
2013-11-24 18:06:00,37540.3185633141,36502.0236360344,39853.9194733333,38408.0864911603,37973.4725014813,NA,NA,37814.62282
2013-11-25 07:19:00,40203.947261962,40243.8286814696,39962.0598064286,43025.2216234744,38533.7740195989,NA,NA,41048.27382
2013-12-27 12:45:00,33689.1034728672,33758.3221756822,33327.0279984615,33851.6978207343,35971.9836786801,NA,NA,33662.86574
2013-11-24 18:44:00,27374.9089332809,27203.3943357947,27902.9302055556,26809.3302094197,27851.0108978047,NA,NA,27643.07833
2013-12-11 00:13:00,24016.9252614971,20727.1652051621,23559.3075261538,19555.4887921387,27874.8972814784,NA,NA,21301.14919
2013-12-10 22:15:00,14295.2750947232,13852.4978773114,13659.9738491538,13025.2260859578,11717.6530726588,NA,NA,14548.34037
2013-12-25 00:40:00,16090.8902752982,16143.8570319515,17017.0823042857,16810.574312559,14829.6775595871,NA,NA,16264.00958
2013-12-27 09:21:00,13288.2490045662,15685.3432069862,20241.5532264167,15845.3272921936,12193.236353879,NA,NA,14806.79399
2013-12-04 09:35:00,15461.3786981009,15376.487170723,16575.0917171429,16761.768114081,14505.2799206601,NA,NA,14519.21862
2013-12-15 12:24:00,26221.5788126042,24360.1392684788,39756.2368907143,32218.6119210679,28861.3108749043,NA,NA,25540.4579
2013-12-09 18:32:00,38151.925360396,36714.1158896703,40371.2517008333,40724.4853254533,37094.5486230869,NA,NA,38980.48284
2013-12-08 02:29:00,35912.6844547225,34831.91220967,40916.823,38100.675976039,36038.7196191758,NA,NA,35686.76922
2013-12-05 17:45:00,19027.9343936647,16604.8116346809,20440.6352042857,21929.4555839223,18800.9909230647,NA,NA,17823.80184
2013-12-23 23:47:00,14976.8917098127,13501.8666534094,20698.9636792857,16273.6509898523,14892.0270055373,NA,NA,13746.56858
2013-12-06 11:46:00,32467.0444928148,32067.9991951186,38623.0973928571,33306.752653711,34613.6482407407,NA,NA,31997.67092
2013-12-23 18:41:00,32058.1602763182,32359.8712656968,33093.1607628571,31291.540764882,28469.4500253715,NA,NA,32084.48807
2013-12-14 12:04:00,48912.2572703675,49672.6582760333,39295.7412471429,43318.0588358457,51905.1834616196,NA,NA,48389.45349
2013-12-24 03:50:00,35534.5175514514,37015.4453584377,36714.73377,35491.8553427763,34377.053464439,NA,NA,36076.89891
2013-12-09 19:35:00,30271.0063010427,30693.0596775357,34593.7648271429,37978.8253673173,31127.7769786382,NA,NA,30402.27341
2013-11-30 06:08:00,37827.1356887986,37696.6709421967,41975.7158178571,35671.8107746513,37243.9481061748,NA,NA,37567.62808
2013-12-23 11:03:00,38694.2273946082,41337.5975785027,43666.8686488889,39345.4585805573,37793.9838667246,NA,NA,39228.43214
2013-12-25 05:56:00,44836.6850262597,44500.511065776,45559.2214575,42814.5359923872,45609.133305446,NA,NA,44669.72494
2013-11-28 03:09:00,14577.2142788771,13927.6595510515,16244.4408972857,15554.9108611766,16076.8472293705,NA,NA,14539.04243
2013-12-27 20:06:00,25589.9202536151,23859.5510419115,27725.0349311111,26430.522421774,25506.5926095082,NA,NA,25743.95586
