"time","lasso","forward","tree","Random_Forest","SVR_L","SVR_P","SVR_R","true_value"
2013-12-27 09:28:00,13671.9847280122,14569.7681138079,17586.723233,17864.5685950603,12666.6807058745,NA,NA,14787.65109
2013-11-24 13:08:00,29860.104930112,29792.8863523765,20524.60166,25547.4017674983,29456.1437292313,NA,NA,29730.78881
2013-12-16 16:59:00,15070.8644971563,15100.5948026209,13730.38336425,13464.1744079535,12716.8106684169,NA,NA,15000.80335
2013-12-08 13:00:00,19169.6760838936,20135.2507136635,13985.7923285714,15683.7550014053,18171.0187198946,NA,NA,18676.36596
2013-12-20 13:26:00,27188.0947866396,27032.0141534539,19646.1043541667,25212.1467652077,28626.1804575027,NA,NA,26969.27947
2013-12-24 04:27:00,42357.1129153203,44525.6364755233,44661.5514944445,42869.2243026037,37685.7039720636,NA,NA,43139.47542
2013-12-16 20:16:00,21454.2803998702,22414.6623022869,20864.9006991667,21536.1412916256,22206.5418914337,NA,NA,21733.2789
2013-12-16 11:18:00,42352.7179730645,43371.3590380764,48178.7696757143,46008.9993861941,41572.394164309,NA,NA,42945.47159
2013-11-26 18:45:00,47325.6749262435,47901.0819619861,41519.2003683333,43115.49849899,47886.7433692898,NA,NA,47214.88094
2013-11-24 21:51:00,28653.8853302154,28582.9529766971,27682.410805,28786.2081128217,27325.2235730062,NA,NA,28948.87563
2013-12-04 06:30:00,20406.074103695,20418.3483374385,16836.1929366667,18670.167223545,21930.9009133614,NA,NA,19813.54768
2013-12-26 11:20:00,14296.705006624,12669.239234308,17210.2746157143,16171.0233342063,15601.7372568265,NA,NA,14635.95994
2013-12-11 12:43:00,46446.2617050218,48943.1372534822,44769.44038,45610.9909867443,48803.5219582271,NA,NA,45806.98664
2013-12-14 19:38:00,21225.5606682267,23029.7969389414,24824.3090955556,21955.4806313637,20787.7489224693,NA,NA,21113.74113
2013-12-28 13:04:00,42677.7352780631,43577.5209916778,42415.0106257143,41886.7665896313,42473.0504625363,NA,NA,44184.64115
2013-11-24 09:38:00,47137.2872645375,48017.4913910512,38557.2019691667,44493.337760765,46543.768702092,NA,NA,47894.50107
