"time","lasso","forward","tree","Random_Forest","SVR_L","SVR_P","SVR_R","true_value"
2013-12-27 09:28:00,21135.5440359712,19340.6896953344,23912.4801634867,23508.275670483,NA,NA,NA,14787.65109
2013-11-24 13:08:00,28764.3918990854,30445.6122622959,27562.0211332941,31349.9281582327,NA,NA,NA,29730.78881
2013-12-16 16:59:00,24595.6903933623,24522.3801245903,23560.7867766572,22119.0939591138,NA,NA,NA,15000.80335
2013-12-08 13:00:00,23274.4027228152,22787.833380567,23136.6771410902,22494.6315328409,NA,NA,NA,18676.36596
2013-12-20 13:26:00,24290.5038097952,19388.2505116565,28604.5693410632,28418.7832717788,NA,NA,NA,26969.27947
2013-12-24 04:27:00,41292.1692461203,47736.1144016067,34718.4449555758,39847.0539408247,NA,NA,NA,43139.47542
2013-12-16 20:16:00,34185.5740143863,37537.978057298,29312.6015805128,31959.546127104,NA,NA,NA,21733.2789
2013-12-16 11:18:00,33598.5756338795,33415.2078901611,26088.6039602778,30960.822053577,NA,NA,NA,42945.47159
2013-11-26 18:45:00,32617.1481187896,35605.6840958282,32200.707071375,42135.7209628203,NA,NA,NA,47214.88094
2013-11-24 21:51:00,31206.3152478687,30050.9665898242,29743.8961817699,29555.7089870223,NA,NA,NA,28948.87563
2013-12-04 06:30:00,28804.3735957759,29771.1298738559,28103.0751828072,29966.3252854885,NA,NA,NA,19813.54768
2013-12-26 11:20:00,26580.5190222453,28786.9741992681,31858.8287079245,28589.2764302727,NA,NA,NA,14635.95994
2013-12-11 12:43:00,27342.1790527228,23612.1549943682,28323.6157662188,29899.3519480847,NA,NA,NA,45806.98664
2013-12-14 19:38:00,30740.9581321043,30491.5442422446,35812.0590747685,30096.9753318107,NA,NA,NA,21113.74113
2013-12-28 13:04:00,28370.9287490984,27191.7456496649,36943.9968013636,33532.3805454087,NA,NA,NA,44184.64115
2013-11-24 09:38:00,30659.563400688,30631.4721600148,25651.7392475,30426.9581784897,NA,NA,NA,47894.50107
2013-12-09 19:17:00,35203.1666995147,34769.4141610012,33066.516765251,32266.707675732,NA,NA,NA,33676.96518
2013-12-28 00:24:00,19561.1184436725,21165.4879563849,21348.1030353431,23330.9004160693,NA,NA,NA,13885.4713
2013-12-20 09:32:00,34736.5478557023,34105.0757741882,35003.3535981936,35031.9521881762,NA,NA,NA,30370.78155
2013-11-26 00:17:00,33781.3903374194,36160.2346688192,32329.8001096005,32313.1900946414,NA,NA,NA,19997.64958
2013-12-22 07:39:00,37746.0130682758,36159.1066642114,35250.96625475,34003.7728481783,NA,NA,NA,27954.87812
2013-12-07 06:49:00,20991.3538835071,17860.303774995,33336.2281723808,27708.3278931441,NA,NA,NA,23569.64866
2013-12-21 06:02:00,31053.7776768256,31402.6231211348,28822.7956975564,30735.121409684,NA,NA,NA,36066.62881
2013-12-17 12:19:00,36472.1991489243,35341.0940961184,37276.0229271312,34084.903985859,NA,NA,NA,31063.49787
2013-11-27 03:22:00,36748.5432404949,36215.0803924735,39119.9822075581,34038.4686399523,NA,NA,NA,36251.23436
2013-12-07 21:43:00,32376.6276468446,33178.3222943153,34316.3181138168,32900.8289608701,NA,NA,NA,41110.69968
2013-12-24 20:17:00,34163.9026632108,33367.3195393811,31485.7421332407,34738.5514618277,NA,NA,NA,41303.80115
2013-12-02 05:32:00,41198.948689412,41937.0448945815,37825.6915435238,34711.9871894427,NA,NA,NA,51361.45197
2013-12-04 18:18:00,31558.0519457002,28778.2834943735,24529.8952449558,35279.6425754027,NA,NA,NA,14732.29912
2013-12-24 06:36:00,35850.8618968035,34796.1273882165,34529.3572993878,35314.0268963727,NA,NA,NA,36467.83718
2013-12-13 15:15:00,26251.0504722565,26644.0940521295,23679.7278382409,29171.7315274964,NA,NA,NA,26014.96224
2013-12-07 23:39:00,35221.5213323963,36233.8965532567,32108.2086360952,34611.8870666337,NA,NA,NA,45299.7651
2013-12-17 14:53:00,34986.8340171016,36499.823584198,34487.6233229808,32264.0714392583,NA,NA,NA,39698.38889
2013-12-11 23:46:00,23780.2646695794,23887.9930467958,25708.245354102,22478.9355605556,NA,NA,NA,22963.23248
2013-12-01 11:36:00,37763.7670776612,42734.3720277654,33833.3964533334,37800.1050095571,NA,NA,NA,44914.50043
2013-12-03 00:03:00,31012.1554195235,31679.4923783316,24428.0873430088,29401.6899556721,NA,NA,NA,18469.00222
2013-12-09 18:00:00,32878.8753163396,32768.4493445516,32421.9535661433,34355.9465262824,NA,NA,NA,37427.14499
2013-12-01 17:32:00,32833.4975308393,34456.9355433746,21151.3940854545,27252.2039278907,NA,NA,NA,13445.98642
2013-12-01 18:45:00,24757.466296669,27442.8220255591,27948.4453090722,27227.8378588327,NA,NA,NA,14777.4207
2013-12-21 01:23:00,31431.1345500302,28565.6849701817,30173.8094477311,31653.5524335017,NA,NA,NA,43012.96801
2013-11-24 18:06:00,32297.8359431675,28666.8596515729,38844.9481287143,36494.777796174,NA,NA,NA,37814.62282
2013-11-25 07:19:00,36210.0003362963,33318.8420305999,40813.8496296429,42185.8019439266,NA,NA,NA,41048.27382
2013-12-27 12:45:00,24534.6944361115,22963.7872566806,34241.5676881366,26741.738287929,NA,NA,NA,33662.86574
2013-11-24 18:44:00,31620.0926183256,31510.756723627,33714.4989300413,39012.173637506,NA,NA,NA,27643.07833
2013-12-11 00:13:00,26511.2175979267,25401.3463821894,27826.079070875,26433.5383550053,NA,NA,NA,21301.14919
2013-12-10 22:15:00,25955.3402391977,29047.3498746518,21452.2612692857,25274.4918577182,NA,NA,NA,14548.34037
2013-12-25 00:40:00,24516.4555852106,21997.6156044445,26507.5645552205,21453.7454684827,NA,NA,NA,16264.00958
2013-12-02 06:06:00,37618.4801060691,39083.1367096943,30030.8866497436,30422.677386895,NA,NA,NA,51581.63152
2013-12-27 09:21:00,22330.1957619464,24254.9305458048,23914.1170643108,22617.9226798872,NA,NA,NA,14806.79399
2013-12-04 09:35:00,25965.186538426,29032.6225477412,26976.6369048768,31328.9895160423,NA,NA,NA,14519.21862
2013-12-15 12:24:00,25498.2772743734,23982.6389646919,25280.6167147763,27655.9747448793,NA,NA,NA,25540.4579
2013-12-09 18:32:00,34616.6385066323,34710.4651172379,33686.6606769702,35717.3141349666,NA,NA,NA,38980.48284
2013-12-08 02:29:00,32896.4861434425,31421.3874182532,37710.2761107207,35691.6771610113,NA,NA,NA,35686.76922
2013-11-27 16:49:00,17732.2218503096,15738.8521511992,20107.5499906452,21239.2411695874,NA,NA,NA,13278.22472
2013-12-05 17:45:00,24026.2332219308,23766.7291830764,26834.5540505263,22226.8233489568,NA,NA,NA,17823.80184
2013-12-23 23:47:00,35400.3815158941,37517.5222204149,25626.1595079167,29046.9520966595,NA,NA,NA,13746.56858
2013-12-06 11:46:00,31920.4103798802,31291.6594212012,36519.4084625926,36852.998985703,NA,NA,NA,31997.67092
2013-12-23 18:41:00,34757.2961939288,35633.4853349609,36600.9169950538,31314.6629429827,NA,NA,NA,32084.48807
2013-12-14 12:04:00,37613.0565184608,39006.4721838538,34482.5249355676,38962.667952858,NA,NA,NA,48389.45349
2013-12-24 03:50:00,36006.2257536298,35937.1664371679,35783.2551488889,35082.8383822176,NA,NA,NA,36076.89891
2013-12-09 19:35:00,34739.2497166821,36222.7071347861,30887.6209227882,34169.0771434697,NA,NA,NA,30402.27341
2013-11-30 06:08:00,30379.2754844288,28572.9166720957,30949.9552424324,33470.46273869,NA,NA,NA,37567.62808
2013-12-23 11:03:00,36716.3014396444,41927.6940084262,35287.6171425148,34504.678084266,NA,NA,NA,39228.43214
2013-12-25 05:56:00,34372.3612151484,38277.883094055,32792.8513222472,30072.8242484561,NA,NA,NA,44669.72494
2013-11-28 03:09:00,27102.5144091717,27069.1462873334,31204.6315563291,28916.027024666,NA,NA,NA,14539.04243
2013-12-27 20:06:00,28004.9777692212,26674.6970896712,25609.4824733626,28175.4844769645,NA,NA,NA,25743.95586
2013-12-12 09:46:00,26490.2279561221,24388.6163998388,28765.5714859102,28096.586736255,NA,NA,NA,31119.65191
2013-12-12 06:32:00,30825.3237951534,33005.9857041999,23819.9808178704,26489.004959334,NA,NA,NA,26765.4547
2013-12-03 02:17:00,35024.3677996512,36134.370719077,33868.1140157895,33496.86483119,NA,NA,NA,24243.15639
2013-11-26 05:33:00,39563.7110453558,40124.7108692817,34569.670818388,38488.7582560493,NA,NA,NA,36963.59272
2013-12-24 23:23:00,21930.9574727519,22035.1499173804,23834.4379142615,23554.5813603196,NA,NA,NA,12032.62278
2013-12-18 23:04:00,26642.7595419246,25049.2906647812,24944.2938037292,26736.1550574574,NA,NA,NA,20690.61585
2013-12-25 23:53:00,25488.5687326481,23835.5534673737,21661.7161925,24916.3729383923,NA,NA,NA,15880.46697
2013-12-03 16:39:00,25969.9210265633,27149.9330721354,27587.5439604599,28731.2038811617,NA,NA,NA,21842.01999
2013-12-26 17:22:00,33409.7481113861,36013.1089995825,30522.6150032584,33595.967168904,NA,NA,NA,47554.46241
2013-12-13 06:31:00,26566.2684110176,25602.3733926349,19508.0331285507,23502.3440347927,NA,NA,NA,14944.33509
2013-12-27 14:50:00,20753.842538989,18417.7082982333,23176.9468736667,19636.0635465125,NA,NA,NA,19141.34428
2013-12-23 00:16:00,40064.7731824461,40535.0817262996,28859.727693038,28300.4318903613,NA,NA,NA,46880.8665
2013-12-28 12:52:00,28947.1175653285,27874.2571376854,32426.158305285,35972.751895008,NA,NA,NA,44251.94698
2013-12-12 01:34:00,27337.135579252,26334.8529535519,32327.0739627068,30408.7641521947,NA,NA,NA,24684.18102
2013-12-02 13:36:00,27964.5647725548,27467.281841173,32406.0296113021,28384.3169464895,NA,NA,NA,24256.01869
2013-12-24 18:55:00,30353.8789943336,31042.8159241364,27764.0846971428,25550.4425859773,NA,NA,NA,32323.97624
2013-12-01 18:28:00,30864.4560238345,30650.0209210382,27459.4005319444,24971.81565965,NA,NA,NA,14097.26071
2013-12-04 09:36:00,20735.2962567372,23884.5995140658,23799.3091718816,27040.1495765389,NA,NA,NA,14740.604
2013-12-20 14:29:00,27961.8077316777,29265.6183689278,34774.1285482642,30210.9728845873,NA,NA,NA,27493.07644
2013-12-10 11:07:00,29535.5689716343,27764.3910892957,25062.2371263429,31431.050429497,NA,NA,NA,22401.40881
2013-12-22 05:01:00,26455.7522534496,29850.0291654613,29850.4174833111,32913.1136126783,NA,NA,NA,32658.33918
