,time,lasso,forward,tree,Random_Forest,SVR_L,SVR_P,SVR_R,true_value,
248,2013/12/2 11:51,43926.47902,44162.77456,41223.38072,45930.35048,46088.64149,NA,NA,44190.451,
249,2013/12/9 10:00,15484.9577,14762.57216,24853.39161,21044.40683,15081.60038,NA,NA,14925.8591,
250,2013/12/1 11:10,45882.64277,46044.08621,39724.56085,45474.33593,46333.99271,NA,NA,46322.607,
251,2013/11/26 22:29,44620.66301,45116.5699,36794.53815,41100.73878,41799.05111,NA,NA,45288.2945,
252,2013/12/9 6:24,14688.82071,14955.08415,17007.61745,16030.87741,15371.00137,NA,NA,14592.6561,
253,2013/12/27 6:27,14534.32322,14192.38078,14091.72995,13352.50353,15044.03962,NA,NA,14213.7209,
254,2013/12/27 13:10,30501.89883,30275.13738,28712.10812,30176.40323,30732.44901,NA,NA,30216.0633,
255,2013/12/23 21:42,29377.5181,29081.03589,33720.84898,32175.72525,29105.82643,NA,NA,29008.1526,
256,2013/12/20 22:57,23070.19931,22980.23602,18973.97175,23519.49489,17408.61788,NA,NA,22934.4992,
257,2013/12/5 10:51,34404.56399,34099.80029,35078.03923,37097.60988,40222.15782,NA,NA,34196.9932,
258,2013/12/1 11:47,45958.56915,46724.90935,43634.70541,43210.27329,48351.35461,NA,NA,46778.3403,
259,2013/12/18 0:20,25289.64008,24811.80098,34993.89463,29130.03262,23479.16104,NA,NA,24978.5029,
260,2013/12/17 11:56,33506.83996,33567.32455,40467.69491,30472.73152,32078.00655,NA,NA,33695.9675,
261,2013/11/30 14:24,35910.21487,36260.0217,44350.60574,32251.69611,33336.94634,NA,NA,36390.7332,
262,2013/12/5 10:36,35481.41726,35795.07998,41609.60307,37005.57142,32930.78362,NA,NA,35716.4088,
263,2013/12/11 11:57,46993.47266,47354.1972,44424.03702,45088.67729,46683.09448,NA,NA,47382.2573,
264,2013/12/25 17:56,29088.88414,28977.34898,26950.16122,27784.72337,28164.18484,NA,NA,28875.3905,
265,2013/12/25 8:26,39505.47676,39750.65365,43272.88399,42336.13209,40529.64634,NA,NA,51570.2448,
266,2013/12/14 14:21,50914.61768,51624.15609,36894.51384,40320.71467,50003.19903,NA,NA,51659.1749,
267,2013/12/4 4:57,10889.18399,10607.50747,14096.09716,13523.50825,11288.90913,NA,NA,10469.5435,
268,2013/11/30 19:37,36669.40651,37059.29276,39375.12468,38681.38322,35398.22933,NA,NA,37018.545,
269,2013/12/16 22:05,27400.43369,27455.5278,27294.93337,27789.50178,25487.38945,NA,NA,27489.1762,
270,2013/12/26 0:01,16349.22902,15871.88605,14676.89903,19685.63515,15396.99451,NA,NA,15913.7919,
271,2013/12/5 13:46,46986.47175,47058.56402,44771.74841,47118.37949,49404.08886,NA,NA,47216.6749,
272,2013/11/28 0:50,21884.64179,21618.53304,19924.50581,21118.53167,23384.9048,NA,NA,21654.51,
273,2013/12/15 7:53,24915.98586,24718.42827,32382.73088,29650.11496,28506.21909,NA,NA,24714.5096,
274,2013/11/27 4:05,39299.11081,39553.25025,42756.87193,39285.34919,39893.33936,NA,NA,39535.7403,
275,2013/11/26 20:45,41145.08302,41197.97077,44101.67917,42651.44963,42073.36433,NA,NA,41061.4683,
276,2013/11/28 9:50,39963.12385,40492.92673,39512.0209,35393.64851,37703.53912,NA,NA,40503.7795,
277,2013/12/15 22:41,29445.50147,29299.44816,19148.40587,27147.55939,27366.83188,NA,NA,29557.0582,
278,2013/12/9 15:56,44649.14563,44854.02597,43205.65813,43696.39346,45449.66376,NA,NA,13323.8729,
279,2013/12/11 11:31,44886.60245,45383.16971,43067.31797,45041.6982,42860.09346,NA,NA,45259.4669,
280,2013/12/26 4:55,43446.52519,43583.30856,46038.36707,45165.08276,41569.66821,NA,NA,43780.899,
281,2013/12/12 22:19,11556.29149,11691.95643,17180.79723,13960.61309,14308.0833,NA,NA,11369.376,
282,2013/11/24 8:51,38631.4248,39251.70416,41223.59489,38897.20079,36525.58351,NA,NA,39240.7746,
283,2013/12/4 21:00,25899.21721,25694.41648,16954.71298,22655.04888,29295.40161,NA,NA,25635.3264,
284,2013/11/26 22:49,46282.55198,46838.63181,41100.65506,43534.61617,47264.21254,NA,NA,46878.5678,
285,2013/12/12 2:16,21978.18425,21629.83453,19225.49597,19768.3801,20025.63683,NA,NA,21826.5545,
286,2013/12/22 5:32,40751.31793,41353.46754,42625.34934,38316.95871,40887.61259,NA,NA,41372.3847,
287,2013/12/26 18:47,25758.16283,25613.4723,23321.7934,24422.67425,24794.79141,NA,NA,25655.043,
288,2013/12/23 19:23,49513.41031,50444.44673,43990.05491,44604.63869,43495.56491,NA,NA,50482.2202,
289,2013/12/11 21:30,37333.03193,37467.64947,35397.28287,37634.42415,37903.77788,NA,NA,37457.554,
290,2013/12/1 8:02,22624.52595,22577.85619,16389.82555,20923.96215,23478.83112,NA,NA,22300.4977,
291,2013/12/25 11:20,46732.84308,47006.2201,40931.82143,46725.4184,46977.09774,NA,NA,47055.1961,
292,2013/11/26 17:39,28238.45262,28524.56529,30040.21889,25474.16757,25373.62885,NA,NA,28464.3202,
293,2013/11/30 7:26,21704.78591,21317.43752,17220.95126,26252.4764,26118.85565,NA,NA,21344.4355,
294,2013/12/12 1:25,25432.68497,25192.71911,20070.62293,24076.87022,23947.77468,NA,NA,25233.3981,
