,time,lasso,forward,tree,Random_Forest,SVR_L,SVR_P,SVR_R,true_value
1,2013/12/27 9:28,15197.16701,14729.56027,12943.58165,14881.24655,13432.67386,NA,NA,14784.04578
2,2013/11/24 13:08,29803.05546,29720.97195,26924.67762,30112.78403,29317.0419,NA,NA,29723.33157
3,2013/12/16 16:59,15410.78539,14961.79003,12767.81266,15215.38772,14659.57088,NA,NA,14933.66739
4,2013/12/8 13:00,18971.03728,18888.58075,14694.14641,18471.88481,18166.53046,NA,NA,18903.90111
5,2013/12/20 13:26,27059.84369,27001.06007,29286.42088,26989.94395,27739.22092,NA,NA,27021.78135
6,2013/12/24 4:27,42781.24832,43482.81426,42764.21074,43083.33408,42032.39949,NA,NA,43553.21334
7,2013/12/16 20:16,21969.75339,21722.6491,26150.25595,21488.92057,21205.72298,NA,NA,21690.55014
8,2013/12/16 11:18,42597.5936,42990.15156,44565.8174,43300.54507,42683.72465,NA,NA,42989.86647
9,2013/11/26 18:45,46788.46042,47318.51362,48087.666,47217.27275,46753.88337,NA,NA,47213.17337
10,2013/11/24 21:51,28977.8442,28835.20967,27744.14936,29198.85079,29336.74522,NA,NA,28737.36312
11,2013/12/4 6:30,20091.83443,19900.96041,18725.25071,19671.99994,20039.13344,NA,NA,19898.1793
12,2013/12/26 11:20,15024.47046,14166.77927,12992.91874,15309.71242,15378.23972,NA,NA,14218.71244
13,2013/12/11 12:43,45433.47535,45831.49537,47763.81642,45949.91684,45373.47865,NA,NA,45777.21191
14,2013/12/14 19:38,21360.40337,21229.399,18732.084,20886.5983,20752.57038,NA,NA,21261.6795
15,2013/12/28 13:04,43870.39786,44082.96914,46037.30594,44309.15546,43937.74911,NA,NA,44047.85412
16,2013/11/24 9:38,47435.02043,47895.02135,47180.54875,47746.661,48446.80286,NA,NA,47913.9258
17,2013/12/9 19:17,33616.3498,33349.81401,32360.08856,34226.65464,33673.71611,NA,NA,33290.01409
18,2013/12/28 0:24,14286.33217,13886.37066,12920.45508,13710.73709,12921.73032,NA,NA,13945.25805
19,2013/12/20 9:32,30378.90271,30476.4491,32294.177,30320.56552,29826.11993,NA,NA,30379.78427
20,2013/11/26 0:17,20225.60311,20186.85874,18121.44321,19753.13181,19580.39687,NA,NA,20201.16181
21,2013/12/22 7:39,27999.75139,27313.74627,27469.66761,28632.19401,28246.67437,NA,NA,27436.89109
22,2013/12/7 6:49,23733.69307,23867.93284,22669.70331,23429.22793,24392.48749,NA,NA,23736.05066
23,2013/12/21 6:02,35935.81459,36107.36493,34466.65983,36148.45066,35321.63241,NA,NA,36071.9887
24,2013/12/17 12:19,31054.09736,30866.41026,35593.70229,31267.85501,31060.90055,NA,NA,30927.3521
25,2013/11/27 3:22,36133.69162,36348.5574,35473.53482,36331.71087,36562.51509,NA,NA,36526.46415
26,2013/12/7 21:43,40859.39854,41331.92282,42845.67594,40972.13938,40913.13439,NA,NA,41356.47901
27,2013/12/24 20:17,41076.35604,41296.71673,42451.98575,41840.45222,41071.906,NA,NA,41301.74762
28,2013/12/2 5:32,50763.78449,51378.42288,45663.48909,50871.82451,49640.19071,NA,NA,51537.58504
29,2013/12/4 18:18,15164.08676,14737.13764,12927.35005,14760.15472,14476.36636,NA,NA,14732.51085
30,2013/12/24 6:36,36324.50728,36312.24674,36764.29679,36725.81979,36886.0392,NA,NA,36246.63554
31,2013/12/13 15:15,26143.11961,25739.48189,23903.32911,26265.52274,26478.7855,NA,NA,25638.30045
32,2013/12/7 23:39,44949.57009,45086.01197,47022.26059,45522.07173,45116.91964,NA,NA,44945.34034
33,2013/12/17 14:53,39441.07399,39505.87043,34802.67354,39946.51248,39606.28675,NA,NA,39641.65615
34,2013/12/11 23:46,23174.72053,22890.53379,21701.15831,23278.74695,23414.80744,NA,NA,22971.01989
35,2013/12/1 11:36,44527.59683,44903.72814,46854.50425,44198.58183,44673.74334,NA,NA,45111.19478
36,2013/12/3 0:03,18798.07114,18620.24143,18560.13035,18063.55714,18114.83089,NA,NA,18574.51703
37,2013/12/9 18:00,37260.06382,37492.11671,37753.94654,37281.94505,37316.51215,NA,NA,37487.82515
38,2013/12/1 17:32,13873.58017,13681.07443,14855.90652,13490.9483,14200.29713,NA,NA,13730.10161
39,2013/12/1 18:45,15189.11656,15021.80111,17640.64979,14347.06867,14790.15495,NA,NA,14960.15503
40,2013/12/21 1:23,42688.82413,43036.20284,45512.39561,43022.90443,42729.06042,NA,NA,43033.3054
41,2013/11/24 18:06,37626.81353,37684.43691,35492.26754,37808.14395,37512.33871,NA,NA,37801.1718
42,2013/11/25 7:19,40723.0194,40947.76314,42027.52652,41174.22808,41185.50207,NA,NA,41056.15174
43,2013/12/27 12:45,33582.47567,33595.42888,31275.79132,33653.97411,33800.41495,NA,NA,33597.48194
44,2013/11/24 18:44,27701.0399,27701.88777,28974.45171,27388.9897,28008.46291,NA,NA,27642.11137
45,2013/12/11 0:13,21540.97617,21349.70155,18307.14136,21314.42511,22641.26573,NA,NA,21297.68699
46,2013/12/10 22:15,15019.28289,14569.0111,15435.92209,14432.26775,15142.37315,NA,NA,14731.6342
47,2013/12/25 0:40,16632.70475,16222.80214,15136.39457,16191.87132,16131.00047,NA,NA,16249.91051
48,2013/12/2 6:06,51015.06559,51556.36877,45302.74604,49048.71694,50760.65101,NA,NA,51580.32931
49,2013/12/27 9:21,15250.6784,14850.98915,12448.98897,14914.37823,13485.21693,NA,NA,14812.06266
50,2013/12/4 9:35,14931.95851,14680.50096,15143.79033,14238.08917,14638.26214,NA,NA,14740.604
51,2013/12/15 12:24,25650.04995,25303.13293,28073.41077,25383.57505,25999.38937,NA,NA,25304.03867
52,2013/12/9 18:32,38748.28792,38603.68108,36129.21559,39211.69293,38779.25979,NA,NA,38646.64228
53,2013/12/8 2:29,35532.54038,35445.6239,35187.84284,35678.57286,35672.96601,NA,NA,35428.86759
54,2013/11/27 16:49,13691.16556,13280.25727,13472.00967,13109.62895,13251.42466,NA,NA,13276.69666
55,2013/12/5 17:45,18123.16485,17646.0968,18204.64673,17976.45467,17778.22368,NA,NA,17680.63347
56,2013/12/23 23:47,14170.3991,13977.47946,13289.15638,13439.40418,12953.89912,NA,NA,13846.49254
57,2013/12/6 11:46,31933.89494,32032.10095,32624.76169,31922.25154,32410.73645,NA,NA,32026.01644
58,2013/12/23 18:41,32074.84757,32126.06289,32633.01874,32240.20465,32152.86936,NA,NA,32202.85294
59,2013/12/14 12:04,47944.46945,48467.03037,46436.487,48657.56024,49019.45806,NA,NA,48383.56828
60,2013/12/24 3:50,35930.55397,36164.88912,36620.01985,35924.3595,35102.77277,NA,NA,36076.90078
61,2013/12/9 19:35,30359.73816,30411.87738,28227.75546,30210.20366,30162.36613,NA,NA,30338.77091
62,2013/11/30 6:08,37402.42618,37681.67948,35150.11915,37545.34224,37336.03859,NA,NA,37645.85191
63,2013/12/23 11:03,39011.875,39310.48691,36674.06311,39108.66714,38174.29382,NA,NA,39531.28465
64,2013/12/25 5:56,44337.89983,45048.9186,45916.85102,44483.85503,43728.50018,NA,NA,45123.38891
65,2013/11/28 3:09,14931.69443,14346.84733,12755.59287,14667.76323,14152.8605,NA,NA,14532.08813
66,2013/12/27 20:06,25853.56161,25457.29146,23794.31284,25967.49219,24936.66304,NA,NA,25456.88644
67,2013/12/12 9:46,31095.67877,30964.26884,28572.20516,31193.29127,31633.69587,NA,NA,30946.76097
68,2013/12/12 6:32,26860.65571,27276.82904,28392.71884,26163.66494,26493.40833,NA,NA,27300.88828
69,2013/12/3 2:17,24353.9945,24325.00743,24516.64757,23794.74388,24466.23035,NA,NA,24254.81313
70,2013/11/26 5:33,36796.05244,37125.7244,39395.73278,36560.65822,36882.53236,NA,NA,37268.39738
71,2013/12/24 23:23,12539.51576,11611.10176,15006.86093,13199.52178,13288.37055,NA,NA,11758.09563
