"","time","lasso","forward","tree","Random_Forest","SVR_L","SVR_P","SVR_R","true_value"
"1",2013-12-27 09:28:00,13920.9651415577,13482.7391528233,15802.4319439737,14648.6785013716,12991.3857031162,NA,NA,14809.34047
"2",2013-11-24 13:08:00,29877.8718232655,29806.2895876717,27560.6712566071,29362.3696031914,29821.7662967581,NA,NA,27959.37127
"3",2013-12-16 16:59:00,14749.7431125791,14939.2159936083,13260.262705037,15572.777726093,14704.202929244,NA,NA,14626.56211
"4",2013-12-08 13:00:00,21330.9298570776,20717.4006738868,14657.2887512525,18418.0301361207,21780.3494954798,NA,NA,21641.54376
"5",2013-12-20 13:26:00,26118.9286419443,26801.8560081326,24768.7338683168,27393.4351814456,27101.6474491928,NA,NA,27295.80388
"6",2013-12-24 04:27:00,44841.8850048662,45870.1609689749,42363.7348225581,44241.2394640779,45196.2510548322,NA,NA,45756.21883
"7",2013-12-16 20:16:00,21017.1384821355,21475.8786639652,23258.0600016667,23136.4197481733,21343.6419101775,NA,NA,21537.30445
"8",2013-12-16 11:18:00,42900.2507286194,43027.4323236303,39929.2077180769,42368.1572960854,42857.5390137948,NA,NA,43389.34042
"9",2013-11-26 18:45:00,47042.7618525622,48134.6851045231,45527.3692508421,47603.5078764514,47337.171749193,NA,NA,47676.33112
"10",2013-11-24 21:51:00,28205.6132633078,27516.2986703235,27720.7233357377,28570.0097504747,28042.0418453049,NA,NA,25673.6871
"11",2013-12-04 06:30:00,19836.2475628509,20476.8242468411,18578.2512443939,20408.818708748,19590.0801950716,NA,NA,20498.85654
"12",2013-12-26 11:20:00,10105.6554997906,11066.5042418714,15021.6808150227,14847.6526002443,9947.61466456792,NA,NA,10941.20258
"13",2013-12-11 12:43:00,45860.7570906819,46471.4194440863,47110.946935625,45409.9891401834,46204.4378638153,NA,NA,45932.00622
"14",2013-12-14 19:38:00,23004.9513406472,22430.0245430169,22876.2705633735,21972.708377891,23432.6375762212,NA,NA,22553.9647
"15",2013-12-28 13:04:00,43591.2020792607,43262.3076668361,42577.3687394643,43596.2230789454,43442.1873840848,NA,NA,43261.98023
"16",2013-11-24 09:38:00,46586.6023209928,46837.8892138162,44757.4018217073,47839.3068223267,45258.145252677,NA,NA,47972.85044
"17",2013-12-09 19:17:00,31321.4397677231,30669.5941451985,36893.350286875,32611.891496563,31195.3663386865,NA,NA,30604.5114
"18",2013-12-28 00:24:00,13783.1343407051,13641.7345137056,14845.4111011346,14531.5174397063,13330.8344251755,NA,NA,13979.30839
"19",2013-12-20 09:32:00,31632.6495800331,30982.0040420095,29330.4224537736,30401.3919156607,31486.0946678697,NA,NA,28273.47331
"20",2013-11-26 00:17:00,22410.2064734022,21948.0554887499,18030.4063712727,19412.6305884476,21861.9282879952,NA,NA,22736.21484
"21",2013-12-22 07:39:00,23969.4747443135,23828.8592580934,26335.8349672222,27205.9492735207,23772.9984822067,NA,NA,23904.71921
"22",2013-12-07 06:49:00,25905.9276399314,26660.5315255934,26578.0271107463,26136.1785700493,25859.3585115398,NA,NA,25679.12918
"23",2013-12-21 06:02:00,36322.7953213344,36721.1898503344,38833.9920224,35840.0728885787,36315.2616532143,NA,NA,37714.08608
"24",2013-12-17 12:19:00,29726.6729393479,30116.3620655644,26238.6119702857,30990.541495473,29619.7691843408,NA,NA,30016.41188
"25",2013-11-27 03:22:00,37237.4563872925,36554.0853776075,33284.5694024286,36222.6171911856,37632.4544768915,NA,NA,38185.90923
"26",2013-12-07 21:43:00,41808.522802969,42243.7677087118,45487.8936180612,42289.469598585,41650.6572312979,NA,NA,43279.8708
"27",2013-12-24 20:17:00,41596.56606362,41585.3234397409,42257.7780928,41604.9922140524,41699.7362391981,NA,NA,43216.21022
"28",2013-12-02 05:32:00,51513.6175989643,50945.0183061368,48027.0887709091,49493.9762283309,51447.6454652631,NA,NA,51597.5798
