time,lasso,forward,tree,Random_Forest,SVR_L,SVR_P,SVR_R,true_value
2013/12/27 09:28,14603.38818,14658.70998,18746.1397,15950.84705,12969.50788,NA,NA,14866.2884
2013/11/24 13:08,29806.44424,29650.61313,25668.18072,26868.96418,30172.95227,NA,NA,29529.7667
2013/12/16 16:59,15143.45948,15100.85392,13297.4963,13929.15053,13876.96223,NA,NA,14704.18848
2013/12/8 13:00,18705.95587,19924.92014,18168.40777,17347.94404,18200.25121,NA,NA,20435.66911
2013/12/20 13:26,27019.13722,26574.31244,23890.03811,27193.90208,27494.84298,NA,NA,26736.80285
2013/12/24 04:27,42919.16487,45139.11912,46371.31023,42252.12151,41479.00709,NA,NA,44175.67224
2013/12/16 20:16,21627.90219,22107.0883,22627.47894,20661.10644,21194.91413,NA,NA,21415.56195
2013/12/16 11:18,42741.62295,43082.20933,37529.67023,42139.64593,42187.80721,NA,NA,43167.4236
2013/11/26 18:45,47090.57506,47200.23484,47356.62104,47180.56617,45851.0289,NA,NA,47437.93732
2013/11/24 21:51,28855.60224,27872.31886,28059.40742,28297.72311,28477.5864,NA,NA,27772.69152
2013/12/4 06:30,20094.44017,20442.28073,20295.55871,19289.64832,20036.30085,NA,NA,20198.73109
2013/12/26 11:20,14370.45489,12879.62849,13542.80777,15305.12864,14405.10179,NA,NA,12682.94666
2013/12/11 12:43,45448.18694,46164.43737,47614.17656,46391.83421,46469.94307,NA,NA,45854.61579
2013/12/14 19:38,21425.48162,21973.0999,24371.6247,21676.2165,21050.18028,NA,NA,22225.41455
2013/12/28 13:04,43873.39575,43826.0551,47262.34469,44822.13773,44160.99329,NA,NA,43280.9241
2013/11/24 09:38,47514.19849,47992.15126,45837.24016,47387.73253,46546.1474,NA,NA,47981.81919
2013/12/9 19:17,33370.94138,32342.42399,31528.88742,33551.51666,32455.92512,NA,NA,31653.14636
2013/12/28 00:24,13827.49323,12071.85042,14818.39323,14307.78899,12851.85079,NA,NA,14100.1483
2013/12/20 09:32,30434.1001,31474.06615,31939.73383,29660.78249,30841.08668,NA,NA,29880.18861
2013/11/26 00:17,20474.77678,21195.3927,18925.66848,18997.05756,20544.93515,NA,NA,21185.87067
2013/12/22 07:39,26969.53163,25042.93982,25347.71164,29505.76472,27940.12426,NA,NA,25648.97106
2013/12/7 06:49,24644.26351,25578.22916,15082.89189,22987.75721,25683.39298,NA,NA,24416.44499
2013/12/21 06:02,35199.77532,36382.49892,35249.27267,35795.81301,33830.77284,NA,NA,36795.30662
2013/12/17 12:19,30887.93059,28982.41549,34094.74924,32937.2352,29855.35859,NA,NA,30648.54597
2013/11/27 03:22,36385.44887,36456.28964,38097.7749,37156.40027,36807.37448,NA,NA,37573.95678
2013/12/7 21:43,41451.49352,42423.53165,43090.26731,41416.21921,40431.62414,NA,NA,42273.1198
2013/12/24 20:17,41203.53127,41289.78896,41305.40951,41437.37746,42035.64774,NA,NA,41345.88573
2013/12/2 05:32,50298.74535,49195.01044,37267.73391,44657.09579,49078.51092,NA,NA,51635.14753
2013/12/4 18:18,15085.77525,15105.80088,16002.75019,14495.51475,14248.65718,NA,NA,14731.11093
2013/12/24 06:36,36386.82886,35264.10847,38867.2902,36640.57695,37594.17923,NA,NA,35004.90007
2013/12/13 15:15,25800.86437,25014.14756,25964.38308,26510.6012,26653.9752,NA,NA,24014.39096
2013/12/7 23:39,44768.48474,43432.90495,46418.70602,46189.8742,44702.81034,NA,NA,43961.64168
2013/12/17 14:53,39602.20767,39386.79924,40483.26172,40176.02141,38756.20881,NA,NA,39122.10502
2013/12/11 23:46,22960.04327,22157.7101,23240.24547,22917.04267,22863.04753,NA,NA,22751.36501
2013/12/1 11:36,45297.69306,44774.90361,42166.14855,44626.83679,44190.53676,NA,NA,45852.02714
2013/12/3 00:03,18464.52533,19101.52399,14991.08434,18751.41871,18678.23375,NA,NA,19064.93997
2013/12/9 18:00,37672.5806,37511.37761,34683.78553,36642.91974,38872.46249,NA,NA,38249.23604
2013/12/1 17:32,14007.7731,14785.57775,12492.53537,14196.69268,14746.24502,NA,NA,14745.08435
